=1
=2
=0CONOPT 3         42.3.0 dacf7d8e Mar 2, 2023           LEG x86 64bit/Linux    
=1
--- *** This solver runs with a community license. No commercial use.
=2
=1
 
 
    C O N O P T 3   version 3.17N
    Copyright (C)   ARKI Consulting and Development A/S
                    Bagsvaerdvej 246 A
                    DK-2880 Bagsvaerd, Denmark
 
=2
    1  INPUT                                                                  (DEFAULT)
    2  BRANCH * MAJERR MINERR JACERR                                          (DEFAULT)
    3  OPTIMIZE                                                               (DEFAULT)
    4  BRANCH * * * * * * MAJERR                                              (DEFAULT)
    5  OUTPUT                                                                 (DEFAULT)
    6  EXIT                                                                   (DEFAULT)
    7  MAJERR MESSAGE MAJOR ERROR - TERMINATE                                 (DEFAULT)
    8  EXIT                                                                   (DEFAULT)
    9  MINERR MESSAGE MINOR ERROR - TERMINATE                                 (DEFAULT)
   10  EXIT                                                                   (DEFAULT)
   11  JACERR MESSAGE FUNCTION OR DERIVATIVE ERROR                            (DEFAULT)
   12  OUTPUT                                                                 (DEFAULT)
   13  EXIT                                                                   (DEFAULT)
 
  ***  Line    1  INPUT
 
  ***  Line    0  SET       LSAZRW   = TRUE
 
  ***  Line    0  SET       LFEERR   =           0
 
  ***  Line    0  SET       LFITER   =  2147483647
 
  ***  Line    0  SET       RVTIME   =      127.4320000
=1
 
    The model has 1488 variables and 1663 constraints
    with 5933 Jacobian elements, 1616 of which are nonlinear.
    The Hessian of the Lagrangian has 202 elements on the diagonal,
    2525 elements below the diagonal, and 1414 nonlinear variables.
=2
=1
 
 ** Warning **  The value of LFITER is out of range.
                LFITER is decreased from 2147483647 to 1000000000.
=2
 
Search for a first feasible solution
 
 
   Iter Phase Ninf   Infeasibility   RGmax    NSB   Step InItr MX OK
      0   0        6.2506905109E+08 (Input point)
=1
 
                   Pre-triangular equations:   2
                   Post-triangular equations:  1
                   Definitional equations:     46
 
=2
      1   0        1.2240389137E+05 (After pre-processing)
      2   0        1.4949428093E+02 (After scaling)
      3   0   127  1.4949427267E+02               5.6E-08      T  T
      4   0   127  1.4949424578E+02               2.4E-07      T  T
      5   0   127  1.4949424242E+02               3.4E-08      T  T
      6   0   127  1.4949420965E+02               4.2E-07      T  T
      7   0   127  1.4949361581E+02               5.3E-06      T  T
      8   0   127  1.4949361581E+02               0.0E+00      T  T
      9   0   127  1.4519369456E+02               4.1E-02      T  T
     10   0   127  1.4519369456E+02               0.0E+00      T  T
     11   0   127  1.4447342116E+02               7.3E-03      T  T
     12   0   127  1.4370413893E+02               1.2E-02      T  T
     13   0   127  1.4285881688E+02               1.1E-02      T  T
     14   0   127  1.4285881652E+02               8.0E-09      T  T
     15   0   127  1.4285515184E+02               1.0E-04      T  T
     16   0   127  1.4280419104E+02               5.1E-04      T  T
     17   0   127  1.4273337911E+02               7.5E-04      T  T
     18   0   127  1.4273337832E+02               6.0E-09      T  T
     19   0   127  1.4232856070E+02               2.1E-02      T  T
 
   Iter Phase Ninf   Infeasibility   RGmax    NSB   Step InItr MX OK
     20   0   127  1.4232856070E+02               0.0E+00      T  T
     21   0   127  1.4232856070E+02               0.0E+00      T  T
     22   0   127  1.4232856070E+02               0.0E+00      T  T
     23   0   127  1.4232856070E+02               0.0E+00      T  T
     24   0   127  1.4232856070E+02               0.0E+00      T  T
     25   0   127  1.4232856070E+02               0.0E+00      T  T
     26   0   127  1.4232856070E+02               0.0E+00      T  T
     27   0   127  1.4232856070E+02               0.0E+00      T  T
     28   0   127  1.4232856070E+02               0.0E+00      T  T
     29   0   127  1.4232856070E+02               0.0E+00      T  T
     30   0   127  1.4232856070E+02               0.0E+00      T  T
     31   0   127  1.4232856070E+02               0.0E+00      T  T
     32   0   127  1.4232856070E+02               0.0E+00      T  T
     33   0   127  1.4232856070E+02               0.0E+00      T  T
     34   0   127  1.4232856070E+02               0.0E+00      T  T
     35   0   127  1.4172813324E+02               1.7E-02      T  T
     36   0   127  1.4047301499E+02               2.6E-02      T  T
     37   0   127  1.4047301499E+02               0.0E+00      F  F
     38   0   127  1.4047301499E+02               0.0E+00      F  T
