set nodes := Node1 Node2 Node3 Node4 Node5 Node6 Node7 Node8 Node9 Node10 Node11 Node12 Node13 Node14 Node15 Node16 Node17 Node18 Node19 Node20 Node21 Node22 Node23 Node24 Node25 Node26 Node27 Node28 Node29 Node30 Node31 Node32 Node33 Node34 Node35 Node36 Node37 Node38 Node39 Node40 Node41 Node42 Node43 Node44 Node45 Node46 Node47 Node48 Node49 Node50 Node51 Node52 Node53 Node54 Node55 Node56 Node57 Node58 Node59 Node60 Node61 Node62 Node63 Node64 Node65 Node66 Node67 Node68 Node69 Node70 Node71 Node72 Node73 Node74 Node75 Node76 Node77 Node78;
set links := 'Pipe_2_7', 'Pipe_3_53', 'Pipe_4_11', 'Pipe_5_41', 'Pipe_6_1', 'Pipe_7_40', 'Pipe_8_29', 'Pipe_9_46', 'Pipe_10_32', 'Pipe_11_8', 'Pipe_12_24', 'Pipe_13_5', 'Pipe_14_3', 'Pipe_15_33', 'Pipe_16_59', 'Pipe_17_29', 'Pipe_18_43', 'Pipe_19_22', 'Pipe_20_30', 'Pipe_21_26', 'Pipe_22_1', 'Pipe_23_36', 'Pipe_24_19', 'Pipe_25_52', 'Pipe_26_12', 'Pipe_27_69', 'Pipe_28_49', 'Pipe_29_60', 'Pipe_30_56', 'Pipe_31_28', 'Pipe_32_47', 'Pipe_33_55', 'Pipe_34_62', 'Pipe_35_51', 'Pipe_36_20', 'Pipe_37_15', 'Pipe_38_3', 'Pipe_39_24', 'Pipe_40_16', 'Pipe_41_17', 'Pipe_42_41', 'Pipe_43_7', 'Pipe_44_77', 'Pipe_45_74', 'Pipe_46_28', 'Pipe_47_26', 'Pipe_48_66', 'Pipe_49_59', 'Pipe_50_39', 'Pipe_51_5', 'Pipe_52_35', 'Pipe_53_4', 'Pipe_54_14', 'Pipe_55_36', 'Pipe_56_22', 'Pipe_57_23', 'Pipe_58_57', 'Pipe_59_33', 'Pipe_60_37', 'Pipe_61_70', 'Pipe_62_64', 'Pipe_63_73', 'Pipe_64_78', 'Pipe_65_75', 'Pipe_66_77', 'Pipe_67_71', 'Pipe_68_52', 'Pipe_69_61', 'Pipe_70_58', 'Pipe_71_75', 'Pipe_72_34', 'Pipe_73_44', 'Pipe_74_26', 'Pipe_75_27', 'Pipe_76_38', 'Pipe_77_68', 'Pipe_78_14', 'Pipe_78_38', 'Pipe_59_37', 'Pipe_5_42', 'Pipe_3_11', 'Pipe_7_60', 'Pipe_31_58', 'Pipe_2_14', 'Pipe_40_43', 'Pipe_70_36', 'Pipe_45_24', 'Pipe_16_60', 'Pipe_37_33', 'Pipe_77_63', 'Pipe_34_76', 'Pipe_45_32', 'Pipe_10_61', 'Pipe_8_17', 'Pipe_54_18', 'Pipe_50_22', 'Pipe_78_54', 'Pipe_34_54', 'Pipe_58_49', 'Pipe_1_30';
set pipes := 1 2 3 4 5 6 7 8 9 10 11 12;
set cycle := 'cycle1', 'cycle2', 'cycle3', 'cycle4', 'cycle5', 'cycle6', 'cycle7', 'cycle8', 'cycle9', 'cycle10', 'cycle11', 'cycle12', 'cycle13', 'cycle14', 'cycle15', 'cycle16', 'cycle17', 'cycle18', 'cycle19', 'cycle20', 'cycle21', 'cycle22', 'cycle23';

param link_length :=
Pipe_2_7   86.33
Pipe_3_53   63.9
Pipe_4_11   49.8
Pipe_5_41   32.97
Pipe_6_1   8.133
Pipe_7_40   66.2
Pipe_8_29   32.63
Pipe_9_46   15.57
Pipe_10_32   38.67
Pipe_11_8   22.57
Pipe_12_24   32.84
Pipe_13_5   9.716
Pipe_14_3   81.12
Pipe_15_33   27.61
Pipe_16_59   70.99
Pipe_17_29   37.48
Pipe_18_43   67.27
Pipe_19_22   12.6
Pipe_20_30   20.26
Pipe_21_26   30.14
Pipe_22_1   3.461
Pipe_23_36   5.625
Pipe_24_19   25.23
Pipe_25_52   71.95
Pipe_26_12   15.33
Pipe_27_69   71.67
Pipe_28_49   68.54
Pipe_29_60   33.92
Pipe_30_56   2.016
Pipe_31_28   33.31
Pipe_32_47   15.53
Pipe_33_55   45.43
Pipe_34_62   63.8
Pipe_35_51   77.88
Pipe_36_20   20.62
Pipe_37_15   8.929
Pipe_38_3   118
Pipe_39_24   10.45
Pipe_40_16   43.4
Pipe_41_17   27.91
Pipe_42_41   29.45
Pipe_43_7   179.9
Pipe_44_77   54.01
Pipe_45_74   34.01
Pipe_46_28   54.68
Pipe_47_26   18.3
Pipe_48_66   90.42
Pipe_49_59   19.27
Pipe_50_39   27.45
Pipe_51_5   43.66
Pipe_52_35   89.42
Pipe_53_4   22.31
Pipe_54_14   135.2
Pipe_55_36   23.18
Pipe_56_22   6.525
Pipe_57_23   42.65
Pipe_58_57   42.54
Pipe_59_33   63.29
Pipe_60_37   34.33
Pipe_61_70   48.7
Pipe_62_64   26.76
Pipe_63_73   53.62
Pipe_64_78   27.45
Pipe_65_75   92.65
Pipe_66_77   93.53
Pipe_67_71   99.45
Pipe_68_52   29.57
Pipe_69_61   116.4
Pipe_70_58   24.39
Pipe_71_75   112.2
Pipe_72_34   90.79
Pipe_73_44   145.8
Pipe_74_26   15.23
Pipe_75_27   173.4
Pipe_76_38   121.8
Pipe_77_68   120.7
Pipe_78_14   106.4
Pipe_78_38   171.9
Pipe_59_37   87.03
Pipe_5_42   47.63
Pipe_3_11   104.9
Pipe_7_60   147.8
Pipe_31_58   86.82
Pipe_2_14   100.5
Pipe_40_43   229.6
Pipe_70_36   92.25
Pipe_45_24   57.6
Pipe_16_60   120.7
Pipe_37_33   36.37
Pipe_77_63   183
Pipe_34_76   223.5
Pipe_45_32   66.48
Pipe_10_61   67.23
Pipe_8_17   63.52
Pipe_54_18   228.2
Pipe_50_22   64.81
Pipe_78_54   174.3
Pipe_34_54   244.8
Pipe_58_49   95.46
Pipe_1_30   10.82;

param sourceHead := 45;

param F:  Pipe_2_7 Pipe_3_53 Pipe_4_11 Pipe_5_41 Pipe_6_1 Pipe_7_40 Pipe_8_29 Pipe_9_46 Pipe_10_32 Pipe_11_8 Pipe_12_24 Pipe_13_5 Pipe_14_3 Pipe_15_33 Pipe_16_59 Pipe_17_29 Pipe_18_43 Pipe_19_22 Pipe_20_30 Pipe_21_26 Pipe_22_1 Pipe_23_36 Pipe_24_19 Pipe_25_52 Pipe_26_12 Pipe_27_69 Pipe_28_49 Pipe_29_60 Pipe_30_56 Pipe_31_28 Pipe_32_47 Pipe_33_55 Pipe_34_62 Pipe_35_51 Pipe_36_20 Pipe_37_15 Pipe_38_3 Pipe_39_24 Pipe_40_16 Pipe_41_17 Pipe_42_41 Pipe_43_7 Pipe_44_77 Pipe_45_74 Pipe_46_28 Pipe_47_26 Pipe_48_66 Pipe_49_59 Pipe_50_39 Pipe_51_5 Pipe_52_35 Pipe_53_4 Pipe_54_14 Pipe_55_36 Pipe_56_22 Pipe_57_23 Pipe_58_57 Pipe_59_33 Pipe_60_37 Pipe_61_70 Pipe_62_64 Pipe_63_73 Pipe_64_78 Pipe_65_75 Pipe_66_77 Pipe_67_71 Pipe_68_52 Pipe_69_61 Pipe_70_58 Pipe_71_75 Pipe_72_34 Pipe_73_44 Pipe_74_26 Pipe_75_27 Pipe_76_38 Pipe_77_68 Pipe_78_14 Pipe_78_38 Pipe_59_37 Pipe_5_42 Pipe_3_11 Pipe_7_60 Pipe_31_58 Pipe_2_14 Pipe_40_43 Pipe_70_36 Pipe_45_24 Pipe_16_60 Pipe_37_33 Pipe_77_63 Pipe_34_76 Pipe_45_32 Pipe_10_61 Pipe_8_17 Pipe_54_18 Pipe_50_22 Pipe_78_54 Pipe_34_54 Pipe_58_49 Pipe_1_30 :=
Node1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1
Node2   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node3   0   -1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node4   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node5   0   0   0   -1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node6   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node7   1   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node8   0   0   0   0   0   0   -1   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0
Node9   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node10   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0
Node11   0   0   1   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node12   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node13   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node14   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node15   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node16   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0
Node17   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
Node18   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
Node19   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node20   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node21   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node22   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
Node23   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node24   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0
Node25   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node26   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node27   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node28   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node29   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node30   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1
Node31   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
Node32   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
Node33   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   -1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
